38,12,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
39,13,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
40,20,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
41,21,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
42,22,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
43,23,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
44,24,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
45,25,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
46,26,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
47,27,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
48,28,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
49,29,2,"2022-04-19 19:27:53","2022-04-19 19:27:53"
50,1,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
51,2,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
52,3,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
53,4,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
54,5,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
55,6,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
56,7,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
57,8,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
58,9,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
59,20,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
60,21,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
61,22,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
62,23,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
63,24,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
64,25,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
65,26,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
66,27,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
67,28,3,"2022-04-19 19:27:53","2022-04-19 19:27:53"
68,36,1,"2022-04-19 19:27:53","2022-04-19 19:27:53"
69,37,1,"2022-04-19 19:27:53","2022-04-19 19:27:53"
70,38,1,"2022-04-19 19:27:53","2022-04-19 19:27:53"
71,39,1,"2022-04-19 19:27:53","2022-04-19 19:27:53"
72,40,1,"2022-04-19 19:27:53","2022-04-19 19:27:53"
73,41,1,"2022-04-19 19:27:53","2022-04-19 19:27:53"
74,42,1,"2022-04-28 00:31:00","2022-04-28 00:31:00"
75,42,2,"2022-04-28 00:31:00","2022-04-28 00:31:00"
76,43,1,"2022-05-17 18:53:02","2022-05-17 18:53:02"
77,43,2,"2022-05-17 18:53:02","2022-05-17 18:53:02"
78,44,1,"2022-06-22 12:40:00","2022-06-22 12:40:00"
79,44,2,"2022-06-22 12:40:00","2022-06-22 12:40:00"
80,45,1,"2022-06-29 12:04:15","2022-06-29 12:04:15"
81,45,2,"2022-06-29 12:04:15","2022-06-29 12:04:15"
82,46,1,"2022-07-03 01:46:53","2022-07-03 01:46:53"
83,46,2,"2022-07-03 01:46:53","2022-07-03 01:46:53"
84,47,1,"2022-07-03 01:57:02","2022-07-03 01:57:02"
85,47,2,"2022-07-03 01:57:02","2022-07-03 01:57:02"
